y,x
18.67,35.34
18.69,35.35
18.63,35.36
18.61,35.37
18.66,35.38
18.67,35.39
18.65,35.40
18.64,35.41
18.67,35.42
18.65,35.43
18.60,35.44
18.64,35.45
18.62,35.46
18.61,35.47
18.66,35.48
18.61,35.49
18.62,35.50
18.63,35.51
18.60,35.52
18.61,35.53
18.66,35.54
18.68,35.55
18.60,35.56
18.62,35.57
18.67,35.58
18.63,35.59
18.64,35.60
18.65,35.61
18.63,35.62
18.62,35.63
18.62,35.64
18.61,35.65
18.64,35.66
18.64,35.67
18.63,35.68
18.67,35.69
18.62,35.70
18.64,35.71
18.68,35.72
18.63,35.73
18.62,35.74
18.69,35.75
18.61,35.76
18.62,35.77
18.65,35.78
18.63,35.79
18.55,35.80
18.61,35.81
18.69,35.82
18.61,35.83
18.62,35.84
18.63,35.85
18.65,35.86
18.61,35.87
18.65,35.88
18.58,35.89
18.60,35.90
18.64,35.91
18.65,35.92
18.63,35.93
18.60,35.94
18.61,35.95
18.56,35.96
18.59,35.97
18.67,35.98
18.62,35.99
18.60,36.00
18.65,36.01
18.63,36.02
18.57,36.03
18.62,36.04
18.63,36.05
18.59,36.06
18.64,36.07
18.64,36.08
18.61,36.09
18.59,36.10
18.54,36.11
18.60,36.12
18.62,36.13
18.66,36.14
18.64,36.15
18.59,36.16
18.62,36.17
18.61,36.18
18.64,36.19
18.61,36.20
18.65,36.21
18.59,36.22
18.61,36.23
18.65,36.24
18.62,36.25
18.61,36.27
18.67,36.28
18.60,36.29
18.64,36.30
18.66,36.31
18.64,36.32
18.55,36.33
18.60,36.34
18.66,36.35
18.60,36.36
18.63,36.37
18.62,36.38
18.55,36.39
18.62,36.40
18.63,36.41
18.60,36.42
18.64,36.43
18.63,36.44
18.60,36.45
18.60,36.46
18.65,36.47
18.64,36.48
18.61,36.49
18.59,36.50
18.62,36.51
18.61,36.52
18.63,36.53
18.63,36.54
18.60,36.55
18.61,36.56
18.55,36.57
18.61,36.58
18.62,36.59
18.63,36.60
18.57,36.61
18.60,36.62
18.63,36.63
18.57,36.64
18.61,36.65
18.61,36.66
18.61,36.67
18.59,36.68
18.63,36.69
18.66,36.70
18.60,36.71
18.63,36.72
18.59,36.73
18.58,36.74
18.58,36.75
18.61,36.76
18.58,36.77
18.60,36.78
18.64,36.79
18.62,36.80
18.53,36.81
18.61,36.82
18.60,36.83
18.62,36.84
18.59,36.85
18.61,36.86
18.57,36.87
18.59,36.88
18.60,36.89
18.61,36.90
18.56,36.91
18.61,36.92
18.63,36.93
18.54,36.94
18.58,36.95
18.58,36.96
18.58,36.97
18.59,36.98
18.59,36.99
18.58,37.00
18.60,37.01
18.63,37.02
18.60,37.03
18.62,37.04
18.60,37.05
18.60,37.06
18.61,37.07
18.59,37.08
18.58,37.09
18.57,37.10
18.61,37.11
18.55,37.12
18.55,37.13
18.57,37.14
18.55,37.15
18.58,37.16
18.61,37.17
18.59,37.18
18.57,37.19
18.60,37.20
18.59,37.21
18.56,37.22
18.58,37.23
18.57,37.24
18.61,37.25
18.57,37.26
18.56,37.27
18.62,37.28
18.55,37.29
18.56,37.30
18.57,37.31
18.57,37.32
18.55,37.33
18.57,37.34
18.60,37.35
18.54,37.36
18.58,37.37
18.49,37.38
18.54,37.39
18.59,37.40
18.59,37.41
18.56,37.42
18.54,37.43
18.58,37.44
18.59,37.46
18.57,37.47
18.58,37.48
18.61,37.49
18.60,37.50
18.59,37.51
18.56,37.52
18.56,37.53
18.57,37.54
18.56,37.55
18.57,37.56
18.55,37.57
18.59,37.58
18.61,37.59
18.53,37.60
18.59,37.61
18.58,37.62
18.56,37.63
18.58,37.64
18.54,37.65
18.60,37.66
18.58,37.67
18.57,37.68
18.61,37.69
18.56,37.70
18.58,37.71
18.59,37.72
18.54,37.73
18.54,37.74
18.60,37.75
18.58,37.76
18.53,37.77
18.59,37.78
18.60,37.79
18.54,37.80
18.53,37.81
18.59,37.82
18.54,37.83
18.59,37.84
18.58,37.85
18.54,37.86
18.54,37.87
18.59,37.88
18.55,37.89
18.48,37.90
18.58,37.91
18.58,37.92
18.53,37.93
18.57,37.94
18.58,37.95
18.54,37.96
18.57,37.97
18.57,37.98
18.52,37.99
18.55,38.00
18.57,38.01
18.53,38.02
18.47,38.03
18.58,38.04
18.61,38.05
18.56,38.06
18.54,38.07
18.59,38.08
18.59,38.09
18.55,38.10
18.59,38.11
18.58,38.12
18.50,38.13
18.55,38.14
18.58,38.15
18.55,38.16
18.57,38.17
18.58,38.18
18.56,38.19
18.57,38.20
18.57,38.21
18.54,38.22
18.49,38.23
18.55,38.24
18.58,38.25
18.54,38.26
18.53,38.27
18.60,38.28
18.54,38.29
18.56,38.30
18.57,38.31
18.56,38.32
18.53,38.33
18.56,38.34
18.55,38.35
18.50,38.36
18.57,38.37
18.55,38.38
18.51,38.39
18.54,38.40
18.57,38.41
18.53,38.42
18.50,38.43
18.54,38.44
18.52,38.45
18.55,38.46
18.56,38.47
18.54,38.48
18.56,38.49
18.58,38.50
18.54,38.51
18.55,38.52
18.56,38.53
18.52,38.54
18.54,38.55
18.56,38.56
18.55,38.57
18.52,38.58
18.56,38.59
18.54,38.60
18.55,38.61
18.56,38.62
18.57,38.63
18.48,38.65
18.58,38.66
18.56,38.67
18.49,38.68
18.51,38.69
18.56,38.70
18.54,38.71
18.52,38.72
18.52,38.73
18.50,38.74
18.54,38.75
18.55,38.76
18.48,38.77
18.56,38.78
18.58,38.79
18.55,38.80
18.51,38.81
18.53,38.82
18.53,38.83
18.47,38.84
18.55,38.85
18.50,38.86
18.50,38.87
18.57,38.88
18.53,38.89
18.52,38.90
18.55,38.91
18.53,38.92
18.53,38.93
18.50,38.94
18.52,38.95
18.53,38.96
18.53,38.97
18.58,38.98
18.48,38.99
18.48,39.00
18.51,39.01
18.51,39.02
18.48,39.03
18.52,39.04
18.51,39.05
18.52,39.06
18.53,39.07
18.57,39.08
18.53,39.09
18.51,39.10
18.57,39.11
18.51,39.12
18.55,39.13
18.55,39.14
18.54,39.15
18.51,39.16
18.51,39.17
18.51,39.18
18.51,39.19
18.53,39.20
18.51,39.21
18.50,39.22
18.57,39.23
18.54,39.24
18.48,39.25
18.54,39.26
18.54,39.27
18.49,39.28
18.48,39.29
18.56,39.30
18.50,39.31
18.53,39.32
18.52,39.33
18.53,39.34
18.48,39.35
18.56,39.36
18.48,39.37
18.51,39.38
18.51,39.39
18.49,39.40
18.47,39.41
18.55,39.42
18.50,39.43
18.53,39.44
18.50,39.45
18.55,39.46
18.47,39.47
18.52,39.48
18.54,39.49
18.40,39.50
18.53,39.51
18.50,39.52
18.50,39.53
18.51,39.54
18.54,39.55
18.51,39.56
18.51,39.57
18.51,39.58
18.54,39.59
18.50,39.60
18.53,39.61
18.54,39.62
18.47,39.63
18.53,39.64
18.53,39.65
18.50,39.66
18.52,39.67
18.56,39.68
18.49,39.69
18.44,39.70
18.53,39.71
18.50,39.72
18.47,39.73
18.51,39.74
18.46,39.75
18.53,39.76
18.55,39.77
18.48,39.78
18.50,39.79
18.50,39.80
18.51,39.81
18.48,39.82
18.52,39.84
18.54,39.85
18.44,39.86
18.54,39.87
18.51,39.88
18.46,39.89
18.49,39.90
18.52,39.91
18.47,39.92
18.50,39.93
18.47,39.94
18.50,39.95
18.49,39.96
18.51,39.97
18.49,39.98
18.49,39.99
18.50,40.00
18.49,40.01
18.43,40.02
18.50,40.03
18.50,40.04
18.48,40.05
18.49,40.06
18.51,40.07
18.48,40.08
18.48,40.09
18.53,40.10
18.54,40.11
18.40,40.12
18.50,40.13
18.48,40.14
18.51,40.15
18.47,40.16
18.47,40.17
18.52,40.18
18.48,40.19
18.53,40.20
18.45,40.21
18.48,40.22
18.45,40.23
18.52,40.24
18.49,40.25
18.47,40.26
18.49,40.27
18.48,40.28
18.48,40.29
18.48,40.30
18.51,40.31
18.44,40.32
18.47,40.33
18.50,40.34
18.47,40.35
18.47,40.36
18.47,40.37
18.48,40.38
18.48,40.39
18.47,40.40
18.48,40.41
18.48,40.42
18.50,40.43
18.50,40.44
18.50,40.45
18.47,40.46
18.50,40.47
18.50,40.48
18.48,40.49
18.48,40.50
18.48,40.51
18.49,40.52
18.48,40.53
18.51,40.54
18.45,40.55
18.45,40.56
18.51,40.57
18.47,40.58
18.45,40.59
18.49,40.60
18.51,40.61
18.48,40.62
18.47,40.63
18.50,40.64
18.46,40.65
18.46,40.66
18.48,40.67
18.43,40.68
18.49,40.69
18.42,40.70
18.52,40.71
18.48,40.72
18.48,40.73
18.50,40.74
18.46,40.75
18.41,40.76
18.48,40.77
18.48,40.78
18.45,40.79
18.47,40.80
18.51,40.81
18.50,40.82
18.48,40.83
18.41,40.84
18.51,40.85
18.44,40.86
18.45,40.87
18.51,40.88
18.49,40.89
18.44,40.90
18.51,40.91
18.49,40.92
18.43,40.93
18.48,40.94
18.49,40.95
18.46,40.96
18.50,40.97
18.51,40.98
18.42,40.99
18.45,41.00
18.51,41.01
18.42,41.03
18.47,41.04
18.51,41.05
18.45,41.06
18.45,41.07
18.40,41.08
18.45,41.09
18.46,41.10
18.46,41.11
18.49,41.12
18.48,41.13
18.46,41.14
18.50,41.15
18.48,41.16
18.38,41.17
18.47,41.18
18.51,41.19
18.43,41.20
18.45,41.21
18.46,41.22
18.45,41.23
18.40,41.24
18.44,41.25
18.44,41.26
18.46,41.27
18.42,41.28
18.47,41.29
18.45,41.30
18.44,41.31
18.49,41.32
18.45,41.33
18.43,41.34
18.50,41.35
18.50,41.36
18.45,41.37
18.47,41.38
18.48,41.39
18.43,41.40
18.43,41.41
18.50,41.42
18.49,41.43
18.45,41.44
18.47,41.45
18.48,41.46
18.43,41.47
18.47,41.48
18.47,41.49
18.47,41.50
18.45,41.51
18.46,41.52
18.45,41.53
18.45,41.54
18.49,41.55
18.44,41.56
18.37,41.57
18.48,41.58
18.45,41.59
18.40,41.60
18.47,41.61
18.46,41.62
18.47,41.63
18.44,41.64
18.48,41.65
18.48,41.66
18.46,41.67
18.48,41.68
18.47,41.69
18.40,41.70
18.43,41.71
18.45,41.72
18.43,41.73
18.46,41.74
18.49,41.75
18.38,41.76
18.45,41.77
18.49,41.78
18.46,41.79
18.43,41.80
18.46,41.81
18.44,41.82
18.46,41.83
18.43,41.84
18.50,41.85
18.40,41.86
18.43,41.87
18.48,41.88
18.47,41.89
18.44,41.90
18.47,41.91
18.44,41.92
18.40,41.93
18.43,41.94
18.44,41.95
18.43,41.96
18.41,41.97
18.44,41.98
18.45,41.99
18.41,42.00
18.44,42.01
18.45,42.02
18.44,42.03
18.41,42.04
18.44,42.05
18.46,42.06
18.45,42.07
18.46,42.08
18.43,42.09
18.44,42.10
18.44,42.11
18.43,42.12
18.45,42.13
18.45,42.14
18.45,42.15
18.43,42.16
18.44,42.17
18.45,42.18
18.43,42.19
18.41,42.20
18.42,42.22
18.46,42.23
18.42,42.24
18.41,42.25
18.46,42.26
18.37,42.27
18.36,42.28
18.45,42.29
18.43,42.30
18.44,42.31
18.44,42.32
18.46,42.33
18.44,42.34
18.42,42.35
18.46,42.36
18.43,42.37
18.40,42.38
18.45,42.39
18.41,42.40
18.39,42.41
18.42,42.42
18.47,42.43
18.43,42.44
18.38,42.45
18.43,42.46
18.45,42.47
18.41,42.48
18.41,42.49
18.43,42.50
18.38,42.51
18.41,42.52
18.43,42.53
18.39,42.54
18.39,42.55
18.46,42.56
18.44,42.57
18.41,42.58
18.43,42.59
18.42,42.60
18.41,42.61
18.39,42.62
18.44,42.63
18.44,42.64
18.40,42.65
18.41,42.66
18.46,42.67
18.40,42.68
18.41,42.69
18.45,42.70
18.41,42.71
18.40,42.72
18.43,42.73
18.42,42.74
18.39,42.75
18.37,42.76
18.47,42.77
18.42,42.78
18.42,42.79
18.39,42.80
18.43,42.81
18.40,42.82
18.37,42.83
18.38,42.84
18.41,42.85
18.44,42.86
18.44,42.87
18.40,42.88
18.43,42.89
18.46,42.90
18.42,42.91
18.40,42.92
18.45,42.93
18.41,42.94
18.42,42.95
18.44,42.96
18.40,42.97
18.41,42.98
18.40,42.99
18.45,43.00
18.41,43.01
18.44,43.02
18.41,43.03
18.42,43.04
18.40,43.05
18.42,43.06
18.41,43.07
18.37,43.08
18.44,43.09
18.42,43.10
18.37,43.11
18.39,43.12
18.45,43.13
18.40,43.14
18.40,43.15
18.42,43.16
18.42,43.17
18.41,43.18
18.45,43.19
18.40,43.20
18.42,43.21
18.39,43.22
18.36,43.23
18.37,43.24
18.38,43.25
18.44,43.26
18.41,43.27
18.38,43.28
18.42,43.29
18.42,43.30
18.38,43.31
18.39,43.32
18.42,43.33
18.40,43.34
18.41,43.35
18.44,43.36
18.39,43.37
18.37,43.38
18.43,43.40
18.39,43.41
18.39,43.42
18.39,43.43
18.43,43.44
18.39,43.45
18.39,43.46
18.44,43.47
18.40,43.48
18.42,43.49
18.42,43.50
18.43,43.51
18.40,43.52
18.41,43.53
18.39,43.54
18.41,43.55
18.40,43.56
18.43,43.57
18.38,43.58
18.39,43.59
18.38,43.60
18.41,43.61
18.39,43.62
18.42,43.63
18.41,43.64
18.38,43.65
18.39,43.66
18.42,43.67
18.34,43.68
18.39,43.69
18.43,43.70
18.39,43.71
18.36,43.72
18.40,43.73
18.41,43.74
18.38,43.75
18.38,43.76
18.39,43.77
18.38,43.78
18.34,43.79
18.38,43.80
18.41,43.81
18.39,43.82
18.43,43.83
18.43,43.84
18.38,43.85
18.41,43.86
18.42,43.87
18.39,43.88
18.36,43.89
18.36,43.90
18.34,43.91
18.36,43.92
18.43,43.93
18.37,43.94
18.38,43.95
18.43,43.96
18.37,43.97
18.36,43.98
18.43,43.99
18.43,44.00
18.35,44.01
18.43,44.02
18.40,44.03
18.36,44.04
18.34,44.05
18.39,44.06
18.35,44.07
18.39,44.08
18.36,44.09
18.36,44.10
18.37,44.11
18.40,44.12
18.37,44.13
18.35,44.14
18.34,44.15
18.35,44.16
18.38,44.17
18.37,44.18
18.42,44.19
18.39,44.20
18.38,44.21
18.36,44.22
18.35,44.23
18.40,44.24
18.40,44.25
18.37,44.26
18.37,44.27
18.40,44.28
18.36,44.29
18.32,44.30
18.35,44.31
18.38,44.32
18.38,44.33
18.38,44.34
18.40,44.35
18.39,44.36
18.36,44.37
18.41,44.38
18.36,44.39
18.38,44.40
18.43,44.41
18.40,44.42
18.35,44.43
18.35,44.44
18.41,44.45
18.35,44.46
18.36,44.47
18.41,44.48
18.40,44.49
18.38,44.50
18.39,44.51
18.38,44.52
18.35,44.53
18.38,44.54
18.37,44.55
18.32,44.56
18.32,44.57
18.38,44.59
18.38,44.60
18.35,44.61
18.39,44.62
18.39,44.63
18.35,44.64
18.33,44.65
18.38,44.66
18.39,44.67
18.35,44.68
18.39,44.69
18.36,44.70
18.35,44.71
18.40,44.72
18.39,44.73
18.30,44.74
18.33,44.75
18.39,44.76
18.36,44.77
18.33,44.78
18.33,44.79
18.38,44.80
18.35,44.81
18.37,44.82
18.41,44.83
18.32,44.84
18.38,44.85
18.40,44.86
18.36,44.87
18.32,44.88
18.38,44.89
18.35,44.90
18.33,44.91
18.38,44.92
18.41,44.93
18.36,44.94
18.35,44.95
18.34,44.96
18.36,44.97
18.36,44.98
18.39,44.99
18.38,45.00
18.33,45.01
18.38,45.02
18.31,45.03
18.33,45.04
18.38,45.05
18.36,45.06
18.33,45.07
18.36,45.08
18.36,45.09
18.36,45.10
18.36,45.11
18.35,45.12
18.35,45.13
18.32,45.14
18.41,45.15
18.32,45.16
18.35,45.17
18.37,45.18
18.36,45.19
18.35,45.20
18.34,45.21
18.39,45.22
18.35,45.23
18.34,45.24
18.38,45.25
18.35,45.26
18.35,45.27
18.35,45.28
18.33,45.29
18.32,45.30
18.39,45.31
18.37,45.32
18.31,45.33
18.32,45.34
18.38,45.35
18.34,45.36
18.33,45.37
18.39,45.38
18.34,45.39
18.35,45.40
18.35,45.41
18.34,45.42
18.33,45.43
18.37,45.44
18.35,45.45
18.36,45.46
18.34,45.47
18.37,45.48
18.34,45.49
18.32,45.50
18.38,45.51
18.32,45.52
18.30,45.53
18.35,45.54
18.36,45.55
18.34,45.56
18.31,45.57
18.37,45.58
18.32,45.59
18.34,45.60
18.35,45.61
18.33,45.62
18.32,45.63
18.37,45.64
18.34,45.65
18.32,45.66
18.38,45.67
18.31,45.68
18.33,45.69
18.32,45.70
18.28,45.71
18.28,45.72
18.35,45.73
18.37,45.74
18.33,45.75
18.34,45.76
18.35,45.78
18.28,45.79
18.36,45.80
18.35,45.81
18.33,45.82
18.36,45.83
18.34,45.84
18.34,45.85
18.28,45.86
18.37,45.87
18.31,45.88
18.30,45.89
18.35,45.90
18.29,45.91
18.35,45.92
18.33,45.93
18.35,45.94
18.33,45.95
18.33,45.96
18.36,45.97
18.34,45.98
18.32,45.99
18.36,46.00
18.34,46.01
18.32,46.02
18.32,46.03
18.37,46.04
18.34,46.05
18.34,46.06
18.38,46.07
18.32,46.08
18.28,46.09
18.35,46.10
18.33,46.11
18.34,46.12
18.34,46.13
18.34,46.14
18.31,46.15
18.32,46.16
18.33,46.17
18.31,46.18
18.33,46.19
18.34,46.20
18.30,46.21
18.31,46.22
18.35,46.23
18.35,46.24
18.30,46.25
18.31,46.26
18.33,46.27
18.28,46.28
18.34,46.29
18.36,46.30
18.32,46.31
18.30,46.32
18.36,46.33
18.37,46.34
18.31,46.35
18.34,46.36
18.33,46.37
18.31,46.38
18.32,46.39
18.36,46.40
18.28,46.41
18.28,46.42
18.31,46.43
18.29,46.44
18.30,46.45
18.34,46.46
18.33,46.47
18.33,46.48
18.32,46.49
18.35,46.50
18.30,46.51
18.29,46.52
18.29,46.53
18.35,46.54
18.28,46.55
18.35,46.56
18.35,46.57
18.33,46.58
18.32,46.59
18.36,46.60
18.34,46.61
18.33,46.62
18.33,46.63
18.28,46.64
18.32,46.65
18.32,46.66
18.33,46.67
18.30,46.68
18.33,46.69
18.36,46.70
18.32,46.71
18.32,46.72
18.33,46.73
18.29,46.74
18.32,46.75
18.34,46.76
18.35,46.77
18.29,46.78
18.32,46.79
18.33,46.80
18.34,46.81
18.34,46.82
18.31,46.83
18.33,46.84
18.31,46.85
18.35,46.86
18.31,46.87
18.32,46.88
18.29,46.89
18.34,46.90
18.34,46.91
18.29,46.92
18.37,46.93
18.32,46.94
18.28,46.95
18.35,46.97
18.32,46.98
18.29,46.99
18.29,47.00
18.35,47.01
18.29,47.02
18.31,47.03
18.31,47.04
18.30,47.05
18.32,47.06
18.34,47.07
18.35,47.08
18.27,47.09
18.32,47.10
18.33,47.11
18.27,47.12
18.30,47.13
18.33,47.14
18.29,47.15
18.32,47.16
18.32,47.17
18.27,47.18
18.29,47.19
18.30,47.20
18.29,47.21
18.29,47.22
18.30,47.23
18.31,47.24
18.27,47.25
18.25,47.26
18.34,47.27
18.25,47.28
18.25,47.29
18.33,47.30
18.33,47.31
18.30,47.32
18.30,47.33
18.34,47.34
18.32,47.35
18.26,47.36
18.31,47.37
18.32,47.38
18.30,47.39
18.30,47.40
18.34,47.41
18.29,47.42
18.30,47.43
18.33,47.44
18.30,47.45
18.31,47.46
18.31,47.47
18.30,47.48
18.30,47.49
18.30,47.50
18.33,47.51
18.28,47.52
18.30,47.53
18.28,47.54
18.26,47.55
18.28,47.56
18.33,47.57
18.30,47.58
18.32,47.59
18.29,47.60
18.30,47.61
18.30,47.62
18.28,47.63
18.35,47.64
18.28,47.65
18.30,47.66
18.32,47.67
18.32,47.68
18.28,47.69
18.29,47.70
18.32,47.71
18.31,47.72
18.28,47.73
18.33,47.74
18.24,47.75
18.31,47.76
18.30,47.77
18.30,47.78
18.25,47.79
18.29,47.80
18.30,47.81
18.23,47.82
18.30,47.83
18.30,47.84
18.29,47.85
18.27,47.86
18.32,47.87
18.32,47.88
18.26,47.89
18.29,47.90
18.33,47.91
18.28,47.92
18.30,47.93
18.22,47.94
18.26,47.95
18.26,47.96
18.29,47.97
18.22,47.98
18.24,47.99
18.29,48.00
18.30,48.01
18.26,48.02
18.32,48.03
18.31,48.04
18.31,48.05
18.26,48.06
18.24,48.07
18.27,48.08
18.30,48.09
18.30,48.10
18.28,48.11
18.20,48.12
18.24,48.13
18.29,48.14
18.24,48.16
18.29,48.17
18.28,48.18
18.24,48.19
18.25,48.20
18.34,48.21
18.30,48.22
18.25,48.23
18.28,48.24
18.29,48.25
18.28,48.26
18.29,48.27
18.32,48.28
18.27,48.29
18.28,48.30
18.23,48.31
18.28,48.32
18.26,48.33
18.28,48.34
18.33,48.35
18.25,48.36
18.21,48.37
18.32,48.38
18.28,48.39
18.24,48.40
18.27,48.41
18.30,48.42
18.28,48.43
18.27,48.44
18.28,48.45
18.25,48.46
18.25,48.47
18.28,48.48
18.29,48.49
18.28,48.50
18.32,48.51
18.30,48.52
18.28,48.53
18.26,48.54
18.27,48.55
18.24,48.56
18.22,48.57
18.25,48.58
18.27,48.59
18.23,48.60
18.25,48.61
18.32,48.62
18.26,48.63
18.27,48.64
18.29,48.65
18.29,48.66
18.26,48.67
18.24,48.68
18.26,48.69
18.29,48.70
18.27,48.71
18.28,48.72
18.27,48.73
18.26,48.74
18.29,48.75
18.29,48.76
18.28,48.77
18.27,48.78
18.30,48.79
18.29,48.80
18.27,48.81
18.26,48.82
18.29,48.83
18.22,48.84
18.27,48.85
18.30,48.86
18.27,48.87
18.25,48.88
18.26,48.89
18.29,48.90
18.25,48.91
18.29,48.92
18.29,48.93
18.28,48.94
18.27,48.95
18.25,48.96
18.32,48.97
18.27,48.98
18.24,48.99
18.28,49.00
18.28,49.01
18.23,49.02
18.25,49.03
18.28,49.04
18.22,49.05
18.28,49.06
18.29,49.07
18.21,49.08
18.25,49.09
18.29,49.10
18.27,49.11
18.27,49.12
18.29,49.13
18.27,49.14
18.24,49.15
18.26,49.16
18.27,49.17
18.24,49.18
18.22,49.19
18.27,49.20
18.26,49.21
18.20,49.22
18.26,49.23
18.28,49.24
18.26,49.25
18.25,49.26
18.26,49.27
18.27,49.28
18.21,49.29
18.28,49.30
18.26,49.31
18.22,49.32
18.23,49.33
18.29,49.35
18.29,49.36
18.26,49.37
18.23,49.38
18.29,49.39
18.20,49.40
18.25,49.41
18.24,49.42
18.22,49.43
18.24,49.44
18.27,49.45
18.25,49.46
18.26,49.47
18.25,49.48
18.29,49.49
18.28,49.50
18.25,49.51
18.26,49.52
18.26,49.53
18.24,49.54
18.20,49.55
18.28,49.56
18.25,49.57
18.26,49.58
18.30,49.59
18.27,49.60
18.22,49.61
18.27,49.62
18.28,49.63
18.25,49.64
18.29,49.65
18.28,49.66
18.27,49.67
18.21,49.68
18.28,49.69
18.25,49.70
18.22,49.71
18.25,49.72
18.27,49.73
18.24,49.74
18.23,49.75
18.25,49.76
18.25,49.77
18.24,49.78
18.23,49.79
18.29,49.80
18.22,49.81
18.22,49.82
18.27,49.83
18.25,49.84
18.25,49.85
18.22,49.86
18.26,49.87
18.26,49.88
18.28,49.89
18.29,49.90
18.23,49.91
18.20,49.92
18.22,49.93
18.27,49.94
18.23,49.95
18.19,49.96
18.27,49.97
18.25,49.98
18.21,49.99
18.27,50.00
18.19,50.01
18.24,50.02
18.28,50.03
18.23,50.04
18.20,50.05
18.25,50.06
18.28,50.07
18.24,50.08
18.20,50.09
18.25,50.10
18.24,50.11
18.25,50.12
18.27,50.13
18.21,50.14
18.22,50.15
18.26,50.16
18.25,50.17
18.25,50.18
18.25,50.19
18.22,50.20
18.26,50.21
18.22,50.22
18.25,50.23
18.27,50.24
18.22,50.25
18.21,50.26
18.22,50.27
18.22,50.28
18.24,50.29
18.27,50.30
18.25,50.31
18.23,50.32
18.23,50.33
18.26,50.34
18.20,50.35
18.23,50.36
18.29,50.37
18.24,50.38
18.21,50.39
18.23,50.40
18.23,50.41
18.24,50.42
18.25,50.43
18.22,50.44
18.23,50.45
18.21,50.46
18.28,50.47
18.26,50.48
18.21,50.49
18.28,50.50
18.22,50.51
18.16,50.52
18.22,50.54
18.21,50.55
18.23,50.56
18.23,50.57
18.23,50.58
18.23,50.59
18.23,50.60
18.24,50.61
18.28,50.62
18.25,50.63
18.20,50.64
18.20,50.65
18.21,50.66
18.21,50.67
18.25,50.68
18.24,50.69
18.22,50.70
18.22,50.71
18.21,50.72
18.24,50.73
18.23,50.74
18.27,50.75
18.22,50.76
18.22,50.77
18.22,50.78
18.23,50.79
18.22,50.80
18.24,50.81
18.22,50.82
18.24,50.83
18.23,50.84
18.24,50.85
18.27,50.86
18.20,50.87
18.21,50.88
18.26,50.89
18.25,50.90
18.22,50.91
18.24,50.92
18.26,50.93
18.21,50.94
18.19,50.95
18.25,50.96
18.22,50.97
18.24,50.98
18.20,50.99
18.24,51.00
18.24,51.01
18.24,51.02
18.24,51.03
18.25,51.04
18.20,51.05
18.24,51.06
18.24,51.07
18.21,51.08
18.23,51.09
18.25,51.10
18.23,51.11
18.22,51.12
18.26,51.13
18.21,51.14
18.21,51.15
18.27,51.16
18.22,51.17
18.21,51.18
18.24,51.19
18.26,51.20
18.18,51.21
18.21,51.22
18.23,51.23
18.19,51.24
18.21,51.25
18.25,51.26
18.22,51.27
18.15,51.28
18.26,51.29
18.22,51.30
18.19,51.31
18.21,51.32
18.25,51.33
18.16,51.34
18.23,51.35
18.22,51.36
18.23,51.37
18.16,51.38
18.27,51.39
18.25,51.40
18.20,51.41
18.23,51.42
18.26,51.43
18.22,51.44
18.23,51.45
18.23,51.46
18.20,51.47
18.19,51.48
18.26,51.49
18.23,51.50
18.18,51.51
18.23,51.52
18.22,51.53
18.21,51.54
18.21,51.55
18.23,51.56
18.14,51.57
18.16,51.58
18.23,51.59
18.23,51.60
18.22,51.61
18.22,51.62
18.22,51.63
18.17,51.64
18.20,51.65
18.22,51.66
18.20,51.67
18.21,51.68
18.21,51.69
18.22,51.70
18.17,51.72
18.24,51.73
18.22,51.74
18.20,51.75
18.24,51.76
18.21,51.77
18.15,51.78
18.18,51.79
18.23,51.80
18.21,51.81
18.20,51.82
18.22,51.83
18.20,51.84
18.13,51.85
18.22,51.86
18.23,51.87
18.19,51.88
18.20,51.89
18.24,51.90
18.21,51.91
18.21,51.92
18.19,51.93
18.23,51.94
18.12,51.95
18.18,51.96
18.23,51.97
18.21,51.98
18.19,51.99
18.20,52.00
18.21,52.01
18.18,52.02
18.21,52.03
18.22,52.04
18.17,52.05
18.16,52.06
18.18,52.07
18.21,52.08
18.20,52.09
18.25,52.10
18.21,52.11
18.20,52.12
18.20,52.13
18.25,52.14
18.21,52.15
18.20,52.16
18.21,52.17
18.22,52.18
18.18,52.19
18.21,52.20
18.21,52.21
18.17,52.22
18.23,52.23
18.22,52.24
18.16,52.25
18.20,52.26
18.21,52.27
18.15,52.28
18.15,52.29
18.22,52.30
18.20,52.31
18.19,52.32
18.17,52.33
18.23,52.34
18.15,52.35
18.17,52.36
18.24,52.37
18.12,52.38
18.20,52.39
18.24,52.40
18.21,52.41
18.20,52.42
18.17,52.43
18.23,52.44
18.20,52.45
18.17,52.46
18.21,52.47
18.21,52.48
18.17,52.49
18.22,52.50
18.20,52.51
18.19,52.52
18.17,52.53
18.24,52.54
18.19,52.55
18.20,52.56
18.22,52.57
18.20,52.58
18.14,52.59
18.14,52.60
18.12,52.61
18.18,52.62
18.18,52.63
18.22,52.64
18.16,52.65
18.17,52.66
18.19,52.67
18.21,52.68
18.17,52.69
18.17,52.70
18.18,52.71
18.20,52.72
18.16,52.73
18.19,52.74
18.19,52.75
18.14,52.76
18.18,52.77
18.21,52.78
18.19,52.79
18.17,52.80
18.18,52.81
18.19,52.82
18.20,52.83
18.12,52.84
18.19,52.85
18.19,52.86
18.17,52.87
18.21,52.88
18.19,52.89
18.17,52.90
18.20,52.92
18.22,52.93
18.14,52.94
18.18,52.95
18.15,52.96
18.20,52.97
